"","...1","Ungulate Latin Name","Avg species weight (kg)","Avg species shoulder height (cm)","Ruminant/non-ruminant","Researcher","Ungulate Family","Ungulate Common Name","Binned season","Year started","Year ended","Plant Reported Family","Plant Reported Name","% Contribution to Diet","Data type","Binned units","Binned method","Total sample size","Binned total sample size units","Latitude 1","Longitude 1","Latitude 2","Longitude 2","Reported Study Site Location","Country","Biome","Citation (abrv)","Latitude 1 Decimal","Longitude 1 Decimal","Latitude 2 Decimal","Longitude 2 Decimal","Latitude_Average","Longitude_Average","point_type"
"324",20294,"Rusa unicolor","272.5","136","Ruminant","kyra_s","Cervidae","Sambar deer","dry","2017","2018",NA,"Streptocaulon juventas","6.2","quantity","percent composition in diet","plant transects","25","transects/feeding sites","99°13'57""E","15°25′05″N",NA,NA,"Huai Kha Khaeng Wildlife Sanctuary","Thailand","tropical rainforest","Suksawat et al 2018",99,15,NA,NA,99.2325,NA,"Single Location"
"325",20295,"Rusa unicolor","272.5","136","Ruminant","kyra_s","Cervidae","Sambar deer","dry","2017","2018",NA,"Jasminum sp.","5.3","quantity","percent composition in diet","plant transects","25","transects/feeding sites","99°13'57""E","15°25′05″N",NA,NA,"Huai Kha Khaeng Wildlife Sanctuary","Thailand","tropical rainforest","Suksawat et al 2018",99,15,NA,NA,99.2325,NA,"Single Location"
"326",20296,"Rusa unicolor","272.5","136","Ruminant","kyra_s","Cervidae","Sambar deer","dry","2017","2018",NA,"Xylia xylocarpa","4.2","quantity","percent composition in diet","plant transects","25","transects/feeding sites","99°13'57""E","15°25′05″N",NA,NA,"Huai Kha Khaeng Wildlife Sanctuary","Thailand","tropical rainforest","Suksawat et al 2018",99,15,NA,NA,99.2325,NA,"Single Location"
"327",20297,"Rusa unicolor","272.5","136","Ruminant","kyra_s","Cervidae","Sambar deer","dry","2017","2018",NA,"Dalbergia cana",NA,"presence/absence","presence/absence","plant transects","25","transects/feeding sites","99°13'57""E","15°25′05″N",NA,NA,"Huai Kha Khaeng Wildlife Sanctuary","Thailand","tropical rainforest","Suksawat et al 2018",99,15,NA,NA,99.2325,NA,"Single Location"
"328",20298,"Rusa unicolor","272.5","136","Ruminant","kyra_s","Cervidae","Sambar deer","dry","2017","2018",NA,"Vitex peduncularis",NA,"presence/absence","presence/absence","plant transects","25","transects/feeding sites","99°13'57""E","15°25′05″N",NA,NA,"Huai Kha Khaeng Wildlife Sanctuary","Thailand","tropical rainforest","Suksawat et al 2018",99,15,NA,NA,99.2325,NA,"Single Location"
"329",20299,"Rusa unicolor","272.5","136","Ruminant","kyra_s","Cervidae","Sambar deer","dry","2017","2018",NA,"Terminalia corticosa",NA,"presence/absence","presence/absence","plant transects","25","transects/feeding sites","99°13'57""E","15°25′05″N",NA,NA,"Huai Kha Khaeng Wildlife Sanctuary","Thailand","tropical rainforest","Suksawat et al 2018",99,15,NA,NA,99.2325,NA,"Single Location"
"330",20300,"Rusa unicolor","272.5","136","Ruminant","kyra_s","Cervidae","Sambar deer","dry","2017","2018",NA,"Dioscorea sp.",NA,"presence/absence","presence/absence","plant transects","25","transects/feeding sites","99°13'57""E","15°25′05″N",NA,NA,"Huai Kha Khaeng Wildlife Sanctuary","Thailand","tropical rainforest","Suksawat et al 2018",99,15,NA,NA,99.2325,NA,"Single Location"
"331",20301,"Rusa unicolor","272.5","136","Ruminant","kyra_s","Cervidae","Sambar deer","dry","2017","2018",NA,"Pterocarpus macrocarpus",NA,"presence/absence","presence/absence","plant transects","25","transects/feeding sites","99°13'57""E","15°25′05″N",NA,NA,"Huai Kha Khaeng Wildlife Sanctuary","Thailand","tropical rainforest","Suksawat et al 2018",99,15,NA,NA,99.2325,NA,"Single Location"
"332",20302,"Rusa unicolor","272.5","136","Ruminant","kyra_s","Cervidae","Sambar deer","dry","2017","2018",NA,"Grewia tomentosa",NA,"presence/absence","presence/absence","plant transects","25","transects/feeding sites","99°13'57""E","15°25′05″N",NA,NA,"Huai Kha Khaeng Wildlife Sanctuary","Thailand","tropical rainforest","Suksawat et al 2018",99,15,NA,NA,99.2325,NA,"Single Location"
"333",20303,"Rusa unicolor","272.5","136","Ruminant","kyra_s","Cervidae","Sambar deer","dry","2017","2018",NA,"Desmodium sp.",NA,"presence/absence","presence/absence","plant transects","25","transects/feeding sites","99°13'57""E","15°25′05″N",NA,NA,"Huai Kha Khaeng Wildlife Sanctuary","Thailand","tropical rainforest","Suksawat et al 2018",99,15,NA,NA,99.2325,NA,"Single Location"
"334",20304,"Rusa unicolor","272.5","136","Ruminant","kyra_s","Cervidae","Sambar deer","dry","2017","2018",NA,"Helicteres angustifolia",NA,"presence/absence","presence/absence","plant transects","25","transects/feeding sites","99°13'57""E","15°25′05″N",NA,NA,"Huai Kha Khaeng Wildlife Sanctuary","Thailand","tropical rainforest","Suksawat et al 2018",99,15,NA,NA,99.2325,NA,"Single Location"
"335",20305,"Rusa unicolor","272.5","136","Ruminant","kyra_s","Cervidae","Sambar deer","dry","2017","2018",NA,"Aganonerion polymorphum",NA,"presence/absence","presence/absence","plant transects","25","transects/feeding sites","99°13'57""E","15°25′05″N",NA,NA,"Huai Kha Khaeng Wildlife Sanctuary","Thailand","tropical rainforest","Suksawat et al 2018",99,15,NA,NA,99.2325,NA,"Single Location"
"336",20306,"Rusa unicolor","272.5","136","Ruminant","kyra_s","Cervidae","Sambar deer","dry","2017","2018",NA,"Eupatorium Odoratum",NA,"presence/absence","presence/absence","plant transects","25","transects/feeding sites","99°13'57""E","15°25′05″N",NA,NA,"Huai Kha Khaeng Wildlife Sanctuary","Thailand","tropical rainforest","Suksawat et al 2018",99,15,NA,NA,99.2325,NA,"Single Location"
